tc0001§0000.txt	tc0001§0001.txt
tc0158§0013.txt	tc0158§0014.txt
tc0158§0014.txt	tc0158§0015.txt
tc0161§0000.txt	tc0161§0001.txt
tc0161§0001.txt	tc0161§0002.txt
tc0161§0002.txt	tc0161§0003.txt
tc0161§0003.txt	tc0161§0004.txt
tc0161§0004.txt	tc0161§0005.txt
tc0161§0005.txt	tc0161§0006.txt
tc0161§0006.txt	tc0161§0007.txt
tc0161§0007.txt	tc0161§0008.txt
tc0161§0008.txt	tc0161§0009.txt
tc0161§0009.txt	tc0161§0010.txt
tc0161§0010.txt	tc0161§0011.txt
tc0161§0011.txt	tc0161§0012.txt
tc0161§0012.txt	tc0161§0013.txt
tc0161§0013.txt	tc0161§0014.txt
tc0161§0014.txt	tc0161§0015.txt
tc0167§0000.txt	tc0167§0001.txt
tc0167§0001.txt	tc0167§0002.txt
tc0167§0002.txt	tc0167§0003.txt
tc0167§0003.txt	tc0167§0004.txt
tc0167§0004.txt	tc0167§0005.txt
tc0167§0005.txt	tc0167§0006.txt
tc0167§0006.txt	tc0167§0007.txt
tc0167§0007.txt	tc0167§0008.txt
tc0168§0000.txt	tc0168§0001.txt
tc0168§0001.txt	tc0168§0002.txt
tc0168§0002.txt	tc0168§0003.txt
tc0168§0003.txt	tc0168§0004.txt
tc0168§0004.txt	tc0168§0005.txt
tc0168§0005.txt	tc0168§0006.txt
tc0168§0006.txt	tc0168§0007.txt
tc0168§0007.txt	tc0168§0008.txt
tc0168§0008.txt	tc0168§0009.txt
tc0168§0009.txt	tc0168§0010.txt
tc0168§0010.txt	tc0168§0011.txt
tc0168§0011.txt	tc0168§0012.txt
tc0168§0012.txt	tc0168§0013.txt
tc0168§0013.txt	tc0168§0014.txt
tc0168§0014.txt	tc0168§0015.txt
tc0169§0000.txt	tc0169§0001.txt
tc0169§0001.txt	tc0169§0002.txt
tc0169§0002.txt	tc0169§0003.txt
tc0169§0003.txt	tc0169§0004.txt
tc0169§0004.txt	tc0169§0005.txt
tc0169§0005.txt	tc0169§0006.txt
tc0169§0006.txt	tc0169§0007.txt
tc0169§0007.txt	tc0169§0008.txt
tc0169§0008.txt	tc0169§0009.txt
tc0169§0009.txt	tc0169§0010.txt
tc0169§0010.txt	tc0169§0011.txt
tc0169§0011.txt	tc0169§0012.txt
tc0173§0000.txt	tc0173§0001.txt
tc0173§0001.txt	tc0173§0002.txt
tc0173§0002.txt	tc0173§0003.txt
tc0173§0003.txt	tc0173§0004.txt
tc0173§0004.txt	tc0173§0005.txt
tc0173§0005.txt	tc0173§0006.txt
tc0173§0006.txt	tc0173§0007.txt
tc0173§0007.txt	tc0173§0008.txt
tc0173§0008.txt	tc0173§0009.txt
tc0173§0009.txt	tc0173§0010.txt
tc0173§0010.txt	tc0173§0011.txt
tc0173§0011.txt	tc0173§0012.txt
tc0173§0012.txt	tc0173§0013.txt
tc0173§0013.txt	tc0173§0014.txt
tc0173§0014.txt	tc0173§0015.txt
tc0173§0015.txt	tc0173§0016.txt
tc0173§0016.txt	tc0173§0017.txt
tc0175§0000.txt	tc0175§0001.txt
tc0175§0001.txt	tc0175§0002.txt
tc0175§0002.txt	tc0175§0003.txt
tc0175§0003.txt	tc0175§0004.txt
tc0175§0004.txt	tc0175§0005.txt
tc0175§0005.txt	tc0175§0006.txt
tc0175§0006.txt	tc0175§0007.txt
tc0175§0007.txt	tc0175§0008.txt
tc0175§0008.txt	tc0175§0009.txt
tc0175§0009.txt	tc0175§0010.txt
tc0175§0010.txt	tc0175§0011.txt
tc0175§0011.txt	tc0175§0012.txt
tc0175§0012.txt	tc0175§0013.txt
tc0175§0013.txt	tc0175§0014.txt
tc0175§0014.txt	tc0175§0015.txt
tc0176§0000.txt	tc0176§0001.txt
tc0176§0001.txt	tc0176§0002.txt
tc0176§0002.txt	tc0176§0003.txt
tc0176§0003.txt	tc0176§0004.txt
tc0176§0004.txt	tc0176§0005.txt
tc0176§0005.txt	tc0176§0006.txt
tc0176§0006.txt	tc0176§0007.txt
tc0176§0007.txt	tc0176§0008.txt
tc0176§0008.txt	tc0176§0009.txt
tc0176§0009.txt	tc0176§0010.txt
tc0176§0010.txt	tc0176§0011.txt
tc0176§0011.txt	tc0176§0012.txt
tc0176§0012.txt	tc0176§0013.txt
tc0176§0013.txt	tc0176§0014.txt
tc0176§0014.txt	tc0176§0015.txt
tc0176§0015.txt	tc0176§0016.txt
tc0179§0000.txt	tc0179§0001.txt
tc0179§0001.txt	tc0179§0002.txt
tc0179§0002.txt	tc0179§0003.txt
tc0179§0003.txt	tc0179§0004.txt
tc0179§0004.txt	tc0179§0005.txt
tc0179§0005.txt	tc0179§0006.txt
tc0179§0006.txt	tc0179§0007.txt
tc0179§0007.txt	tc0179§0008.txt
tc0179§0008.txt	tc0179§0009.txt
tc0179§0009.txt	tc0179§0010.txt
tc0179§0010.txt	tc0179§0011.txt
tc0179§0011.txt	tc0179§0012.txt
tc0179§0012.txt	tc0179§0013.txt
tc0179§0013.txt	tc0179§0014.txt
tc0179§0014.txt	tc0179§0015.txt
tc0180§0000.txt	tc0180§0001.txt
tc0180§0001.txt	tc0180§0002.txt
tc0180§0002.txt	tc0180§0003.txt
tc0180§0003.txt	tc0180§0004.txt
tc0180§0004.txt	tc0180§0005.txt
tc0180§0005.txt	tc0180§0006.txt
tc0180§0006.txt	tc0180§0007.txt
tc0180§0007.txt	tc0180§0008.txt
tc0180§0008.txt	tc0180§0009.txt
tc0180§0009.txt	tc0180§0010.txt
tc0180§0010.txt	tc0180§0011.txt
tc0180§0011.txt	tc0180§0012.txt
tc0180§0012.txt	tc0180§0013.txt
tc0180§0013.txt	tc0180§0014.txt
tc0182§0000.txt	tc0182§0001.txt
tc0182§0001.txt	tc0182§0002.txt
tc0182§0002.txt	tc0182§0003.txt
tc0182§0003.txt	tc0182§0004.txt
tc0182§0004.txt	tc0182§0005.txt
tc0182§0005.txt	tc0182§0006.txt
tc0182§0006.txt	tc0182§0007.txt
tc0182§0007.txt	tc0182§0008.txt
tc0182§0008.txt	tc0182§0009.txt
tc0182§0009.txt	tc0182§0010.txt
tc0182§0010.txt	tc0182§0011.txt
tc0182§0011.txt	tc0182§0012.txt
tc0182§0012.txt	tc0182§0013.txt
tc0182§0013.txt	tc0182§0014.txt
tc0182§0014.txt	tc0182§0015.txt
tc0183§0000.txt	tc0183§0001.txt
tc0183§0001.txt	tc0183§0002.txt
tc0183§0002.txt	tc0183§0003.txt
tc0183§0003.txt	tc0183§0004.txt
tc0183§0004.txt	tc0183§0005.txt
tc0183§0005.txt	tc0183§0006.txt
tc0183§0006.txt	tc0183§0007.txt
tc0183§0007.txt	tc0183§0008.txt
tc0183§0008.txt	tc0183§0009.txt
tc0183§0009.txt	tc0183§0010.txt
tc0183§0010.txt	tc0183§0011.txt
tc0183§0011.txt	tc0183§0012.txt
tc0183§0012.txt	tc0183§0013.txt
tc0183§0013.txt	tc0183§0014.txt
tc0183§0014.txt	tc0183§0015.txt
tc0183§0015.txt	tc0183§0016.txt
tc0184§0000.txt	tc0184§0001.txt
tc0184§0001.txt	tc0184§0002.txt
tc0184§0002.txt	tc0184§0003.txt
tc0184§0003.txt	tc0184§0004.txt
tc0184§0004.txt	tc0184§0005.txt
tc0184§0005.txt	tc0184§0006.txt
tc0184§0006.txt	tc0184§0007.txt
tc0184§0007.txt	tc0184§0008.txt
tc0184§0008.txt	tc0184§0009.txt
tc0184§0009.txt	tc0184§0010.txt
tc0184§0010.txt	tc0184§0011.txt
tc0184§0011.txt	tc0184§0012.txt
tc0184§0012.txt	tc0184§0013.txt
tc0184§0013.txt	tc0184§0014.txt
tc0184§0014.txt	tc0184§0015.txt
tc0185§0000.txt	tc0185§0001.txt
tc0185§0001.txt	tc0185§0002.txt
tc0185§0002.txt	tc0185§0003.txt
tc0185§0003.txt	tc0185§0004.txt
tc0185§0004.txt	tc0185§0005.txt
tc0185§0005.txt	tc0185§0006.txt
tc0185§0006.txt	tc0185§0007.txt
tc0185§0007.txt	tc0185§0008.txt
tc0185§0008.txt	tc0185§0009.txt
tc0185§0009.txt	tc0185§0010.txt
tc0185§0010.txt	tc0185§0011.txt
tc0185§0011.txt	tc0185§0012.txt
tc0185§0012.txt	tc0185§0013.txt
tc0185§0013.txt	tc0185§0014.txt
tc0186§0000.txt	tc0186§0001.txt
tc0186§0001.txt	tc0186§0002.txt
tc0186§0002.txt	tc0186§0003.txt
tc0186§0003.txt	tc0186§0004.txt
tc0186§0004.txt	tc0186§0005.txt
tc0186§0005.txt	tc0186§0006.txt
tc0186§0006.txt	tc0186§0007.txt
tc0186§0007.txt	tc0186§0008.txt
tc0186§0008.txt	tc0186§0009.txt
tc0186§0009.txt	tc0186§0010.txt
tc0186§0010.txt	tc0186§0011.txt
tc0186§0011.txt	tc0186§0012.txt
tc0186§0012.txt	tc0186§0013.txt
tc0188§0000.txt	tc0188§0001.txt
tc0188§0001.txt	tc0188§0002.txt
tc0188§0002.txt	tc0188§0003.txt
tc0188§0003.txt	tc0188§0004.txt
tc0188§0004.txt	tc0188§0005.txt
tc0188§0005.txt	tc0188§0006.txt
tc0188§0006.txt	tc0188§0007.txt
tc0188§0007.txt	tc0188§0008.txt
tc0188§0008.txt	tc0188§0009.txt
tc0188§0009.txt	tc0188§0010.txt
tc0188§0010.txt	tc0188§0011.txt
tc0188§0011.txt	tc0188§0012.txt
tc0188§0012.txt	tc0188§0013.txt
tc0188§0013.txt	tc0188§0014.txt
tc0188§0014.txt	tc0188§0015.txt
tc0188§0015.txt	tc0188§0016.txt
tc0189§0000.txt	tc0189§0001.txt
tc0189§0001.txt	tc0189§0002.txt
tc0189§0002.txt	tc0189§0003.txt
tc0189§0003.txt	tc0189§0004.txt
tc0189§0004.txt	tc0189§0005.txt
tc0189§0005.txt	tc0189§0006.txt
tc0189§0006.txt	tc0189§0007.txt
tc0189§0007.txt	tc0189§0008.txt
tc0189§0008.txt	tc0189§0009.txt
tc0189§0009.txt	tc0189§0010.txt
tc0189§0010.txt	tc0189§0011.txt
tc0189§0011.txt	tc0189§0012.txt
tc0189§0012.txt	tc0189§0013.txt
tc0189§0013.txt	tc0189§0014.txt
tc0189§0014.txt	tc0189§0015.txt
tc0189§0015.txt	tc0189§0016.txt
tc0190§0000.txt	tc0190§0001.txt
tc0190§0001.txt	tc0190§0002.txt
tc0190§0002.txt	tc0190§0003.txt
tc0190§0003.txt	tc0190§0004.txt
tc0190§0004.txt	tc0190§0005.txt
tc0190§0005.txt	tc0190§0006.txt
tc0190§0006.txt	tc0190§0007.txt
tc0190§0007.txt	tc0190§0008.txt
tc0190§0008.txt	tc0190§0009.txt
tc0190§0009.txt	tc0190§0010.txt
tc0190§0010.txt	tc0190§0011.txt
tc0190§0011.txt	tc0190§0012.txt
tc0190§0012.txt	tc0190§0013.txt
tc0190§0013.txt	tc0190§0014.txt
tc0190§0014.txt	tc0190§0015.txt
tc0191§0000.txt	tc0191§0001.txt
tc0191§0001.txt	tc0191§0002.txt
tc0191§0002.txt	tc0191§0003.txt
tc0191§0003.txt	tc0191§0004.txt
tc0191§0004.txt	tc0191§0005.txt
tc0191§0005.txt	tc0191§0006.txt
tc0191§0006.txt	tc0191§0007.txt
tc0191§0007.txt	tc0191§0008.txt
tc0191§0008.txt	tc0191§0009.txt
tc0191§0009.txt	tc0191§0010.txt
tc0191§0010.txt	tc0191§0011.txt
tc0191§0011.txt	tc0191§0012.txt
tc0191§0012.txt	tc0191§0013.txt
tc0191§0013.txt	tc0191§0014.txt
tc0191§0014.txt	tc0191§0015.txt
tc0191§0015.txt	tc0191§0016.txt
tc0192§0000.txt	tc0192§0001.txt
tc0192§0001.txt	tc0192§0002.txt
tc0192§0002.txt	tc0192§0003.txt
tc0192§0003.txt	tc0192§0004.txt
tc0192§0004.txt	tc0192§0005.txt
tc0192§0005.txt	tc0192§0006.txt
tc0192§0006.txt	tc0192§0007.txt
tc0192§0007.txt	tc0192§0008.txt
tc0192§0008.txt	tc0192§0009.txt
tc0192§0009.txt	tc0192§0010.txt
tc0192§0010.txt	tc0192§0011.txt
tc0192§0011.txt	tc0192§0012.txt
tc0192§0012.txt	tc0192§0013.txt
tc0192§0013.txt	tc0192§0014.txt
tc0192§0014.txt	tc0192§0015.txt
tc0192§0015.txt	tc0192§0016.txt
tc0192§0016.txt	tc0192§0017.txt
tc0193§0000.txt	tc0193§0001.txt
tc0193§0001.txt	tc0193§0002.txt
tc0193§0002.txt	tc0193§0003.txt
tc0193§0003.txt	tc0193§0004.txt
tc0193§0004.txt	tc0193§0005.txt
tc0193§0005.txt	tc0193§0006.txt
tc0193§0006.txt	tc0193§0007.txt
tc0193§0007.txt	tc0193§0008.txt
tc0193§0008.txt	tc0193§0009.txt
tc0193§0009.txt	tc0193§0010.txt
tc0193§0010.txt	tc0193§0011.txt
tc0193§0011.txt	tc0193§0012.txt
tc0193§0012.txt	tc0193§0013.txt
tc0193§0013.txt	tc0193§0014.txt
tc0193§0014.txt	tc0193§0015.txt
tc0194§0000.txt	tc0194§0001.txt
tc0194§0001.txt	tc0194§0002.txt
tc0194§0002.txt	tc0194§0003.txt
tc0194§0003.txt	tc0194§0004.txt
tc0194§0004.txt	tc0194§0005.txt
tc0194§0005.txt	tc0194§0006.txt
tc0194§0006.txt	tc0194§0007.txt
tc0194§0007.txt	tc0194§0008.txt
tc0194§0008.txt	tc0194§0009.txt
tc0194§0009.txt	tc0194§0010.txt
tc0194§0010.txt	tc0194§0011.txt
tc0194§0011.txt	tc0194§0012.txt
tc0194§0012.txt	tc0194§0013.txt
tc0194§0013.txt	tc0194§0014.txt
tc0194§0014.txt	tc0194§0015.txt
tc0194§0015.txt	tc0194§0016.txt
tc0195§0000.txt	tc0195§0001.txt
tc0195§0001.txt	tc0195§0002.txt
tc0195§0002.txt	tc0195§0003.txt
tc0195§0003.txt	tc0195§0004.txt
tc0195§0004.txt	tc0195§0005.txt
tc0195§0005.txt	tc0195§0006.txt
tc0195§0006.txt	tc0195§0007.txt
tc0195§0007.txt	tc0195§0008.txt
tc0195§0008.txt	tc0195§0009.txt
tc0195§0009.txt	tc0195§0010.txt
tc0195§0010.txt	tc0195§0011.txt
tc0195§0011.txt	tc0195§0012.txt
tc0195§0012.txt	tc0195§0013.txt
tc0196§0000.txt	tc0196§0001.txt
tc0196§0001.txt	tc0196§0002.txt
tc0196§0002.txt	tc0196§0003.txt
tc0196§0003.txt	tc0196§0004.txt
tc0196§0004.txt	tc0196§0005.txt
tc0196§0005.txt	tc0196§0006.txt
tc0196§0006.txt	tc0196§0007.txt
tc0196§0007.txt	tc0196§0008.txt
tc0196§0008.txt	tc0196§0009.txt
tc0196§0009.txt	tc0196§0010.txt
tc0196§0010.txt	tc0196§0011.txt
tc0196§0011.txt	tc0196§0012.txt
tc0196§0012.txt	tc0196§0013.txt
tc0196§0013.txt	tc0196§0014.txt
tc0196§0014.txt	tc0196§0015.txt
tc0198§0000.txt	tc0198§0001.txt
tc0198§0001.txt	tc0198§0002.txt
tc0198§0002.txt	tc0198§0003.txt
tc0198§0003.txt	tc0198§0004.txt
tc0198§0004.txt	tc0198§0005.txt
tc0198§0005.txt	tc0198§0006.txt
tc0198§0006.txt	tc0198§0007.txt
tc0198§0007.txt	tc0198§0008.txt
tc0198§0008.txt	tc0198§0009.txt
tc0198§0009.txt	tc0198§0010.txt
tc0198§0010.txt	tc0198§0011.txt
tc0198§0011.txt	tc0198§0012.txt
tc0198§0012.txt	tc0198§0013.txt
tc0198§0013.txt	tc0198§0014.txt
tc0198§0014.txt	tc0198§0015.txt
tc0198§0015.txt	tc0198§0016.txt
tc0199§0000.txt	tc0199§0001.txt
tc0199§0001.txt	tc0199§0002.txt
tc0199§0002.txt	tc0199§0003.txt
tc0199§0003.txt	tc0199§0004.txt
tc0199§0004.txt	tc0199§0005.txt
tc0199§0005.txt	tc0199§0006.txt
tc0199§0006.txt	tc0199§0007.txt
tc0199§0007.txt	tc0199§0008.txt
tc0199§0008.txt	tc0199§0009.txt
tc0199§0009.txt	tc0199§0010.txt
tc0199§0010.txt	tc0199§0011.txt
tc0199§0011.txt	tc0199§0012.txt
tc0199§0012.txt	tc0199§0013.txt
tc0199§0013.txt	tc0199§0014.txt
tc0199§0014.txt	tc0199§0015.txt
tc0199§0015.txt	tc0199§0016.txt
tc0200§0000.txt	tc0200§0001.txt
tc0200§0001.txt	tc0200§0002.txt
tc0200§0002.txt	tc0200§0003.txt
tc0200§0003.txt	tc0200§0004.txt
tc0200§0004.txt	tc0200§0005.txt
tc0200§0005.txt	tc0200§0006.txt
tc0200§0006.txt	tc0200§0007.txt
tc0200§0007.txt	tc0200§0008.txt
tc0200§0008.txt	tc0200§0009.txt
tc0200§0009.txt	tc0200§0010.txt
tc0200§0010.txt	tc0200§0011.txt
tc0200§0011.txt	tc0200§0012.txt
tc0200§0012.txt	tc0200§0013.txt
tc0200§0013.txt	tc0200§0014.txt
tc0200§0014.txt	tc0200§0015.txt
tc0201§0000.txt	tc0201§0001.txt
tc0201§0001.txt	tc0201§0002.txt
tc0201§0002.txt	tc0201§0003.txt
tc0201§0003.txt	tc0201§0004.txt
tc0201§0004.txt	tc0201§0005.txt
tc0201§0005.txt	tc0201§0006.txt
tc0201§0006.txt	tc0201§0007.txt
tc0201§0007.txt	tc0201§0008.txt
tc0201§0008.txt	tc0201§0009.txt
tc0201§0009.txt	tc0201§0010.txt
tc0201§0010.txt	tc0201§0011.txt
tc0201§0011.txt	tc0201§0012.txt
tc0201§0012.txt	tc0201§0013.txt
tc0201§0013.txt	tc0201§0014.txt
tc0201§0014.txt	tc0201§0015.txt
tc0201§0015.txt	tc0201§0016.txt
tc0201§0016.txt	tc0201§0017.txt
tc0202§0000.txt	tc0202§0001.txt
tc0202§0001.txt	tc0202§0002.txt
tc0202§0002.txt	tc0202§0003.txt
tc0202§0003.txt	tc0202§0004.txt
tc0202§0004.txt	tc0202§0005.txt
tc0202§0005.txt	tc0202§0006.txt
tc0202§0006.txt	tc0202§0007.txt
tc0202§0007.txt	tc0202§0008.txt
tc0202§0008.txt	tc0202§0009.txt
tc0202§0009.txt	tc0202§0010.txt
tc0202§0010.txt	tc0202§0011.txt
tc0202§0011.txt	tc0202§0012.txt
tc0202§0012.txt	tc0202§0013.txt
tc0202§0013.txt	tc0202§0014.txt
tc0203§0000.txt	tc0203§0001.txt
tc0203§0001.txt	tc0203§0002.txt
tc0203§0002.txt	tc0203§0003.txt
tc0203§0003.txt	tc0203§0004.txt
tc0203§0004.txt	tc0203§0005.txt
tc0203§0005.txt	tc0203§0006.txt
tc0203§0006.txt	tc0203§0007.txt
tc0203§0007.txt	tc0203§0008.txt
tc0203§0008.txt	tc0203§0009.txt
tc0203§0009.txt	tc0203§0010.txt
tc0203§0010.txt	tc0203§0011.txt
tc0203§0011.txt	tc0203§0012.txt
tc0203§0012.txt	tc0203§0013.txt
tc0203§0013.txt	tc0203§0014.txt
tc0203§0014.txt	tc0203§0015.txt
tc0204§0000.txt	tc0204§0001.txt
tc0204§0001.txt	tc0204§0002.txt
tc0204§0002.txt	tc0204§0003.txt
tc0204§0003.txt	tc0204§0004.txt
tc0204§0004.txt	tc0204§0005.txt
tc0204§0005.txt	tc0204§0006.txt
tc0204§0006.txt	tc0204§0007.txt
tc0204§0007.txt	tc0204§0008.txt
tc0204§0008.txt	tc0204§0009.txt
tc0204§0009.txt	tc0204§0010.txt
tc0204§0010.txt	tc0204§0011.txt
tc0204§0011.txt	tc0204§0012.txt
tc0204§0012.txt	tc0204§0013.txt
tc0204§0013.txt	tc0204§0014.txt
tc0204§0014.txt	tc0204§0015.txt
tc0204§0015.txt	tc0204§0016.txt
tc0208§0000.txt	tc0208§0001.txt
tc0208§0001.txt	tc0208§0002.txt
tc0208§0002.txt	tc0208§0003.txt
tc0208§0003.txt	tc0208§0004.txt
tc0208§0004.txt	tc0208§0005.txt
tc0208§0005.txt	tc0208§0006.txt
tc0208§0006.txt	tc0208§0007.txt
tc0208§0007.txt	tc0208§0008.txt
tc0208§0008.txt	tc0208§0009.txt
tc0208§0009.txt	tc0208§0010.txt
tc0208§0010.txt	tc0208§0011.txt
tc0208§0011.txt	tc0208§0012.txt
tc0208§0012.txt	tc0208§0013.txt
tc0208§0013.txt	tc0208§0014.txt
tc0208§0014.txt	tc0208§0015.txt
tc0208§0015.txt	tc0208§0016.txt
tc0209§0000.txt	tc0209§0001.txt
tc0209§0001.txt	tc0209§0002.txt
tc0209§0002.txt	tc0209§0003.txt
tc0209§0003.txt	tc0209§0004.txt
tc0209§0004.txt	tc0209§0005.txt
tc0209§0005.txt	tc0209§0006.txt
tc0209§0006.txt	tc0209§0007.txt
tc0209§0007.txt	tc0209§0008.txt
tc0209§0008.txt	tc0209§0009.txt
tc0209§0009.txt	tc0209§0010.txt
tc0209§0010.txt	tc0209§0011.txt
tc0209§0011.txt	tc0209§0012.txt
tc0209§0012.txt	tc0209§0013.txt
tc0209§0013.txt	tc0209§0014.txt
tc0209§0014.txt	tc0209§0015.txt
tc0209§0015.txt	tc0209§0016.txt
tc0209§0016.txt	tc0209§0017.txt
tc0210§0000.txt	tc0210§0001.txt
tc0210§0001.txt	tc0210§0002.txt
tc0210§0002.txt	tc0210§0003.txt
tc0210§0003.txt	tc0210§0004.txt
tc0210§0004.txt	tc0210§0005.txt
tc0210§0005.txt	tc0210§0006.txt
tc0210§0006.txt	tc0210§0007.txt
tc0210§0007.txt	tc0210§0008.txt
tc0210§0008.txt	tc0210§0009.txt
tc0210§0009.txt	tc0210§0010.txt
tc0210§0010.txt	tc0210§0011.txt
tc0210§0011.txt	tc0210§0012.txt
tc0210§0012.txt	tc0210§0013.txt
tc0210§0013.txt	tc0210§0014.txt
tc0210§0014.txt	tc0210§0015.txt
tc0211§0000.txt	tc0211§0001.txt
tc0211§0001.txt	tc0211§0002.txt
tc0211§0002.txt	tc0211§0003.txt
tc0211§0003.txt	tc0211§0004.txt
tc0211§0004.txt	tc0211§0005.txt
tc0211§0005.txt	tc0211§0006.txt
tc0211§0006.txt	tc0211§0007.txt
tc0211§0007.txt	tc0211§0008.txt
tc0211§0008.txt	tc0211§0009.txt
tc0211§0009.txt	tc0211§0010.txt
tc0211§0010.txt	tc0211§0011.txt
tc0211§0011.txt	tc0211§0012.txt
tc0211§0012.txt	tc0211§0013.txt
tc0211§0013.txt	tc0211§0014.txt
tc0211§0014.txt	tc0211§0015.txt
tc0211§0015.txt	tc0211§0016.txt
tc0211§0016.txt	tc0211§0017.txt
tc0213§0000.txt	tc0213§0001.txt
tc0213§0001.txt	tc0213§0002.txt
tc0213§0002.txt	tc0213§0003.txt
tc0213§0003.txt	tc0213§0004.txt
tc0213§0004.txt	tc0213§0005.txt
tc0213§0005.txt	tc0213§0006.txt
tc0213§0006.txt	tc0213§0007.txt
tc0213§0007.txt	tc0213§0008.txt
tc0213§0008.txt	tc0213§0009.txt
tc0213§0009.txt	tc0213§0010.txt
tc0213§0010.txt	tc0213§0011.txt
tc0214§0000.txt	tc0214§0001.txt
tc0214§0001.txt	tc0214§0002.txt
tc0214§0002.txt	tc0214§0003.txt
tc0214§0003.txt	tc0214§0004.txt
tc0214§0004.txt	tc0214§0005.txt
tc0214§0005.txt	tc0214§0006.txt
tc0214§0006.txt	tc0214§0007.txt
tc0214§0007.txt	tc0214§0008.txt
tc0214§0008.txt	tc0214§0009.txt
tc0214§0009.txt	tc0214§0010.txt
tc0214§0010.txt	tc0214§0011.txt
tc0214§0011.txt	tc0214§0012.txt
tc0214§0012.txt	tc0214§0013.txt
tc0214§0013.txt	tc0214§0014.txt
tc0214§0014.txt	tc0214§0015.txt
tc0214§0015.txt	tc0214§0016.txt
tc0214§0016.txt	tc0214§0017.txt
tc0215§0000.txt	tc0215§0001.txt
tc0215§0001.txt	tc0215§0002.txt
tc0215§0002.txt	tc0215§0003.txt
tc0215§0003.txt	tc0215§0004.txt
tc0215§0004.txt	tc0215§0005.txt
tc0215§0005.txt	tc0215§0006.txt
tc0215§0006.txt	tc0215§0007.txt
tc0215§0007.txt	tc0215§0008.txt
tc0215§0008.txt	tc0215§0009.txt
tc0215§0009.txt	tc0215§0010.txt
tc0215§0010.txt	tc0215§0011.txt
tc0215§0011.txt	tc0215§0012.txt
tc0215§0012.txt	tc0215§0013.txt
tc0215§0013.txt	tc0215§0014.txt
tc0215§0014.txt	tc0215§0015.txt
tc0215§0015.txt	tc0215§0016.txt
tc0217§0000.txt	tc0217§0001.txt
tc0217§0001.txt	tc0217§0002.txt
tc0217§0002.txt	tc0217§0003.txt
tc0217§0003.txt	tc0217§0004.txt
tc0217§0004.txt	tc0217§0005.txt
tc0217§0005.txt	tc0217§0006.txt
tc0217§0006.txt	tc0217§0007.txt
tc0217§0007.txt	tc0217§0008.txt
tc0217§0008.txt	tc0217§0009.txt
tc0217§0009.txt	tc0217§0010.txt
tc0217§0010.txt	tc0217§0011.txt
tc0217§0011.txt	tc0217§0012.txt
tc0217§0012.txt	tc0217§0013.txt
tc0217§0013.txt	tc0217§0014.txt
tc0218§0000.txt	tc0218§0001.txt
tc0218§0001.txt	tc0218§0002.txt
tc0218§0002.txt	tc0218§0003.txt
tc0218§0003.txt	tc0218§0004.txt
tc0218§0004.txt	tc0218§0005.txt
tc0218§0005.txt	tc0218§0006.txt
tc0218§0006.txt	tc0218§0007.txt
tc0218§0007.txt	tc0218§0008.txt
tc0218§0008.txt	tc0218§0009.txt
tc0218§0009.txt	tc0218§0010.txt
tc0218§0010.txt	tc0218§0011.txt
tc0218§0011.txt	tc0218§0012.txt
tc0218§0012.txt	tc0218§0013.txt
tc0218§0013.txt	tc0218§0014.txt
tc0218§0014.txt	tc0218§0015.txt
tc0218§0015.txt	tc0218§0016.txt
tc0218§0016.txt	tc0218§0017.txt
tc0219§0000.txt	tc0219§0001.txt
tc0219§0001.txt	tc0219§0002.txt
tc0219§0002.txt	tc0219§0003.txt
tc0219§0003.txt	tc0219§0004.txt
tc0219§0004.txt	tc0219§0005.txt
tc0219§0005.txt	tc0219§0006.txt
tc0219§0006.txt	tc0219§0007.txt
tc0219§0007.txt	tc0219§0008.txt
tc0219§0008.txt	tc0219§0009.txt
tc0219§0009.txt	tc0219§0010.txt
tc0219§0010.txt	tc0219§0011.txt
tc0219§0011.txt	tc0219§0012.txt
tc0219§0012.txt	tc0219§0013.txt
tc0219§0013.txt	tc0219§0014.txt
tc0219§0014.txt	tc0219§0015.txt
tc0219§0015.txt	tc0219§0016.txt
tc0219§0016.txt	tc0219§0017.txt
tc0220§0000.txt	tc0220§0001.txt
tc0220§0001.txt	tc0220§0002.txt
tc0220§0002.txt	tc0220§0003.txt
tc0220§0003.txt	tc0220§0004.txt
tc0220§0004.txt	tc0220§0005.txt
tc0220§0005.txt	tc0220§0006.txt
tc0220§0006.txt	tc0220§0007.txt
tc0220§0007.txt	tc0220§0008.txt
tc0220§0008.txt	tc0220§0009.txt
tc0220§0009.txt	tc0220§0010.txt
tc0220§0010.txt	tc0220§0011.txt
tc0220§0011.txt	tc0220§0012.txt
tc0220§0012.txt	tc0220§0013.txt
tc0220§0013.txt	tc0220§0014.txt
tc0220§0014.txt	tc0220§0015.txt
tc0220§0015.txt	tc0220§0016.txt
tc0220§0016.txt	tc0220§0017.txt
tc0221§0000.txt	tc0221§0001.txt
tc0221§0001.txt	tc0221§0002.txt
tc0221§0002.txt	tc0221§0003.txt
tc0221§0003.txt	tc0221§0004.txt
tc0221§0004.txt	tc0221§0005.txt
tc0221§0005.txt	tc0221§0006.txt
tc0221§0006.txt	tc0221§0007.txt
tc0221§0007.txt	tc0221§0008.txt
tc0221§0008.txt	tc0221§0009.txt
tc0221§0009.txt	tc0221§0010.txt
tc0221§0010.txt	tc0221§0011.txt
